Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
inter-de-milan-02-03-retro-home,Inter de Milán 02/03 Retro Home,"Inter de Milán 02/03 Retro Home<br><br>Camiseta retro Inter de Milán - Temporada 02/03<br>Tipo: Home<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Home, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-02-03-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Inter de Milán 02/03 Retro Home - Imagem Principal,FALSE,Inter de Milán 02/03 Retro Home | Retrobox Argentina,Comprar Inter de Milán 02/03 Retro Home - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-02-03-retro-home,,,,,,,,Tamanho,M,inter-de-milan-02-03-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-home,,,,,,,,Tamanho,L,inter-de-milan-02-03-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-home,,,,,,,,Tamanho,XL,inter-de-milan-02-03-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-home,,,,,,,,Tamanho,XXL,inter-de-milan-02-03-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-home,,,,,,,,Tamanho,3XL,inter-de-milan-02-03-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-third,Inter de Milán 02/03 Retro Third,"Inter de Milán 02/03 Retro Third<br><br>Camiseta retro Inter de Milán - Temporada 02/03<br>Tipo: Third<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Third, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-02-03-retro-third-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Inter de Milán 02/03 Retro Third - Imagem Principal,FALSE,Inter de Milán 02/03 Retro Third | Retrobox Argentina,Comprar Inter de Milán 02/03 Retro Third - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-02-03-retro-third,,,,,,,,Tamanho,M,inter-de-milan-02-03-retro-third-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-third,,,,,,,,Tamanho,L,inter-de-milan-02-03-retro-third-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-third,,,,,,,,Tamanho,XL,inter-de-milan-02-03-retro-third-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-third,,,,,,,,Tamanho,XXL,inter-de-milan-02-03-retro-third-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-02-03-retro-third,,,,,,,,Tamanho,3XL,inter-de-milan-02-03-retro-third-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-04-05-retro-home,Inter de Milán 04/05 Retro Home,"Inter de Milán 04/05 Retro Home<br><br>Camiseta retro Inter de Milán - Temporada 04/05<br>Tipo: Home<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Home, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-04-05-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Inter de Milán 04/05 Retro Home - Imagem Principal,FALSE,Inter de Milán 04/05 Retro Home | Retrobox Argentina,Comprar Inter de Milán 04/05 Retro Home - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-04-05-retro-home,,,,,,,,Tamanho,M,inter-de-milan-04-05-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-04-05-retro-home,,,,,,,,Tamanho,L,inter-de-milan-04-05-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-04-05-retro-home,,,,,,,,Tamanho,XL,inter-de-milan-04-05-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-04-05-retro-home,,,,,,,,Tamanho,XXL,inter-de-milan-04-05-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-04-05-retro-home,,,,,,,,Tamanho,3XL,inter-de-milan-04-05-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-07-08-retro-home,Inter de Milán 07/08 Retro Home,"Inter de Milán 07/08 Retro Home<br><br>Camiseta retro Inter de Milán - Temporada 07/08<br>Tipo: Home<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Home, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-07-08-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Inter de Milán 07/08 Retro Home - Imagem Principal,FALSE,Inter de Milán 07/08 Retro Home | Retrobox Argentina,Comprar Inter de Milán 07/08 Retro Home - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-07-08-retro-home,,,,,,,,Tamanho,M,inter-de-milan-07-08-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-07-08-retro-home,,,,,,,,Tamanho,L,inter-de-milan-07-08-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-07-08-retro-home,,,,,,,,Tamanho,XL,inter-de-milan-07-08-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-07-08-retro-home,,,,,,,,Tamanho,XXL,inter-de-milan-07-08-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-07-08-retro-home,,,,,,,,Tamanho,3XL,inter-de-milan-07-08-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-09-10-retro-home-champions-league,Inter de Milán 09/10 Retro Home Champions League,"Inter de Milán 09/10 Retro Home Champions League<br><br>Camiseta retro Inter de Milán - Temporada 09/10<br>Tipo: Home<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Home, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-09-10-retro-home-champions-league-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Inter de Milán 09/10 Retro Home Champions League - Imagem Principal,FALSE,Inter de Milán 09/10 Retro Home Champions League | Retrobox Argentina,Comprar Inter de Milán 09/10 Retro Home Champions League - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-09-10-retro-home-champions-league,,,,,,,,Tamanho,M,inter-de-milan-09-10-retro-home-champions-league-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-09-10-retro-home-champions-league,,,,,,,,Tamanho,L,inter-de-milan-09-10-retro-home-champions-league-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-09-10-retro-home-champions-league,,,,,,,,Tamanho,XL,inter-de-milan-09-10-retro-home-champions-league-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-09-10-retro-home-champions-league,,,,,,,,Tamanho,XXL,inter-de-milan-09-10-retro-home-champions-league-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-09-10-retro-home-champions-league,,,,,,,,Tamanho,3XL,inter-de-milan-09-10-retro-home-champions-league-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-10-11-retro-away,Inter de Milán 10/11 Retro Away,"Inter de Milán 10/11 Retro Away<br><br>Camiseta retro Inter de Milán - Temporada 10/11<br>Tipo: Away<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Away, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-10-11-retro-away-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Inter de Milán 10/11 Retro Away - Imagem Principal,FALSE,Inter de Milán 10/11 Retro Away | Retrobox Argentina,Comprar Inter de Milán 10/11 Retro Away - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-10-11-retro-away,,,,,,,,Tamanho,M,inter-de-milan-10-11-retro-away-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-10-11-retro-away,,,,,,,,Tamanho,L,inter-de-milan-10-11-retro-away-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-10-11-retro-away,,,,,,,,Tamanho,XL,inter-de-milan-10-11-retro-away-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-10-11-retro-away,,,,,,,,Tamanho,XXL,inter-de-milan-10-11-retro-away-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-10-11-retro-away,,,,,,,,Tamanho,3XL,inter-de-milan-10-11-retro-away-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-home-long-sleeve,Inter de Milán 97/98 Retro Home Long Sleeve,"Inter de Milán 97/98 Retro Home Long Sleeve<br><br>Camiseta retro Inter de Milán - Temporada 97/98<br>Tipo: Home<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Home, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-97-98-retro-home-long-sleeve-s,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,Inter de Milán 97/98 Retro Home Long Sleeve - Imagem Principal,FALSE,Inter de Milán 97/98 Retro Home Long Sleeve | Retrobox Argentina,Comprar Inter de Milán 97/98 Retro Home Long Sleeve - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-97-98-retro-home-long-sleeve,,,,,,,,Tamanho,M,inter-de-milan-97-98-retro-home-long-sleeve-m,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-home-long-sleeve,,,,,,,,Tamanho,L,inter-de-milan-97-98-retro-home-long-sleeve-l,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-home-long-sleeve,,,,,,,,Tamanho,XL,inter-de-milan-97-98-retro-home-long-sleeve-xl,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-home-long-sleeve,,,,,,,,Tamanho,XXL,inter-de-milan-97-98-retro-home-long-sleeve-xxl,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-home-long-sleeve,,,,,,,,Tamanho,3XL,inter-de-milan-97-98-retro-home-long-sleeve-3xl,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-third-long-sleeve,Inter de Milán 97/98 Retro Third Long Sleeve,"Inter de Milán 97/98 Retro Third Long Sleeve<br><br>Camiseta retro Inter de Milán - Temporada 97/98<br>Tipo: Third<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Third, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-97-98-retro-third-long-sleeve-s,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,Inter de Milán 97/98 Retro Third Long Sleeve - Imagem Principal,FALSE,Inter de Milán 97/98 Retro Third Long Sleeve | Retrobox Argentina,Comprar Inter de Milán 97/98 Retro Third Long Sleeve - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-97-98-retro-third-long-sleeve,,,,,,,,Tamanho,M,inter-de-milan-97-98-retro-third-long-sleeve-m,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-third-long-sleeve,,,,,,,,Tamanho,L,inter-de-milan-97-98-retro-third-long-sleeve-l,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-third-long-sleeve,,,,,,,,Tamanho,XL,inter-de-milan-97-98-retro-third-long-sleeve-xl,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-third-long-sleeve,,,,,,,,Tamanho,XXL,inter-de-milan-97-98-retro-third-long-sleeve-xxl,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-97-98-retro-third-long-sleeve,,,,,,,,Tamanho,3XL,inter-de-milan-97-98-retro-third-long-sleeve-3xl,200,shopify,10,deny,manual,41900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-home,Inter de Milán Retro Home,"Inter de Milán Retro Home<br><br>Camiseta retro Inter de Milán - Temporada Clássica<br>Tipo: Home<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Home, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Inter de Milán Retro Home - Imagem Principal,FALSE,Inter de Milán Retro Home | Retrobox Argentina,Comprar Inter de Milán Retro Home - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-retro-home,,,,,,,,Tamanho,M,inter-de-milan-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-home,,,,,,,,Tamanho,L,inter-de-milan-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-home,,,,,,,,Tamanho,XL,inter-de-milan-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-home,,,,,,,,Tamanho,XXL,inter-de-milan-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-home,,,,,,,,Tamanho,3XL,inter-de-milan-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-third,Inter de Milán Retro Third,"Inter de Milán Retro Third<br><br>Camiseta retro Inter de Milán - Temporada Clássica<br>Tipo: Third<br>Liga: Serie A<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Inter de Milán, Futebol, Third, Jersey, Retro, Serie A",TRUE,Tamanho,S,inter-de-milan-retro-third-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Inter de Milán Retro Third - Imagem Principal,FALSE,Inter de Milán Retro Third | Retrobox Argentina,Comprar Inter de Milán Retro Third - Camiseta retro oficial. Serie A. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
inter-de-milan-retro-third,,,,,,,,Tamanho,M,inter-de-milan-retro-third-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-third,,,,,,,,Tamanho,L,inter-de-milan-retro-third-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-third,,,,,,,,Tamanho,XL,inter-de-milan-retro-third-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-third,,,,,,,,Tamanho,XXL,inter-de-milan-retro-third-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
inter-de-milan-retro-third,,,,,,,,Tamanho,3XL,inter-de-milan-retro-third-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro,Boca Juniors 25/26 Retro,"Boca Juniors 25/26 Retro<br><br>Camiseta retro Boca Juniors - Temporada 25/26<br>Tipo: Retro<br>Liga: Primera División Argentina<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Boca Juniors, Futebol, Retro, Jersey, Retro, Primera División Argentina",TRUE,Tamanho,S,boca-juniors-25-26-retro-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Boca Juniors 25/26 Retro - Imagem Principal,FALSE,Boca Juniors 25/26 Retro | Retrobox Argentina,Comprar Boca Juniors 25/26 Retro - Camiseta retro oficial. Primera División Argentina. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
boca-juniors-25-26-retro,,,,,,,,Tamanho,M,boca-juniors-25-26-retro-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro,,,,,,,,Tamanho,L,boca-juniors-25-26-retro-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro,,,,,,,,Tamanho,XL,boca-juniors-25-26-retro-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro,,,,,,,,Tamanho,XXL,boca-juniors-25-26-retro-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro,,,,,,,,Tamanho,3XL,boca-juniors-25-26-retro-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro-v2,Boca Juniors 25/26 Retro v2,"Boca Juniors 25/26 Retro v2<br><br>Camiseta retro Boca Juniors - Temporada 25/26<br>Tipo: Retro<br>Liga: Primera División Argentina<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Boca Juniors, Futebol, Retro, Jersey, Retro, Primera División Argentina",TRUE,Tamanho,S,boca-juniors-25-26-retro-v2-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Boca Juniors 25/26 Retro v2 - Imagem Principal,FALSE,Boca Juniors 25/26 Retro v2 | Retrobox Argentina,Comprar Boca Juniors 25/26 Retro v2 - Camiseta retro oficial. Primera División Argentina. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
boca-juniors-25-26-retro-v2,,,,,,,,Tamanho,M,boca-juniors-25-26-retro-v2-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro-v2,,,,,,,,Tamanho,L,boca-juniors-25-26-retro-v2-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro-v2,,,,,,,,Tamanho,XL,boca-juniors-25-26-retro-v2-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro-v2,,,,,,,,Tamanho,XXL,boca-juniors-25-26-retro-v2-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-25-26-retro-v2,,,,,,,,Tamanho,3XL,boca-juniors-25-26-retro-v2-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home,Boca Juniors Retro Home,"Boca Juniors Retro Home<br><br>Camiseta retro Boca Juniors - Temporada Clássica<br>Tipo: Home<br>Liga: Primera División Argentina<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Boca Juniors, Futebol, Home, Jersey, Retro, Primera División Argentina",TRUE,Tamanho,S,boca-juniors-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Boca Juniors Retro Home - Imagem Principal,FALSE,Boca Juniors Retro Home | Retrobox Argentina,Comprar Boca Juniors Retro Home - Camiseta retro oficial. Primera División Argentina. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
boca-juniors-retro-home,,,,,,,,Tamanho,M,boca-juniors-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home,,,,,,,,Tamanho,L,boca-juniors-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home,,,,,,,,Tamanho,XL,boca-juniors-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home,,,,,,,,Tamanho,XXL,boca-juniors-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home,,,,,,,,Tamanho,3XL,boca-juniors-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home-v2,Boca Juniors Retro Home v2,"Boca Juniors Retro Home v2<br><br>Camiseta retro Boca Juniors - Temporada Clássica<br>Tipo: Home<br>Liga: Primera División Argentina<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Boca Juniors, Futebol, Home, Jersey, Retro, Primera División Argentina",TRUE,Tamanho,S,boca-juniors-retro-home-v2-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Boca Juniors Retro Home v2 - Imagem Principal,FALSE,Boca Juniors Retro Home v2 | Retrobox Argentina,Comprar Boca Juniors Retro Home v2 - Camiseta retro oficial. Primera División Argentina. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
boca-juniors-retro-home-v2,,,,,,,,Tamanho,M,boca-juniors-retro-home-v2-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home-v2,,,,,,,,Tamanho,L,boca-juniors-retro-home-v2-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home-v2,,,,,,,,Tamanho,XL,boca-juniors-retro-home-v2-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home-v2,,,,,,,,Tamanho,XXL,boca-juniors-retro-home-v2-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
boca-juniors-retro-home-v2,,,,,,,,Tamanho,3XL,boca-juniors-retro-home-v2-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
river-plate-25-26-retro,River Plate 25/26 Retro,"River Plate 25/26 Retro<br><br>Camiseta retro River Plate - Temporada 25/26<br>Tipo: Retro<br>Liga: Primera División Argentina<br><br>Material de alta qualidade<br>Design clássico retro<br>Tamanhos disponíveis: S, M, L, XL, XXL, 3XL<br><br>🔥 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"River Plate, Futebol, Retro, Jersey, Retro, Primera División Argentina",TRUE,Tamanho,S,river-plate-25-26-retro-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,River Plate 25/26 Retro - Imagem Principal,FALSE,River Plate 25/26 Retro | Retrobox Argentina,Comprar River Plate 25/26 Retro - Camiseta retro oficial. Primera División Argentina. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
river-plate-25-26-retro,,,,,,,,Tamanho,M,river-plate-25-26-retro-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
river-plate-25-26-retro,,,,,,,,Tamanho,L,river-plate-25-26-retro-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
river-plate-25-26-retro,,,,,,,,Tamanho,XL,river-plate-25-26-retro-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
river-plate-25-26-retro,,,,,,,,Tamanho,XXL,river-plate-25-26-retro-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
river-plate-25-26-retro,,,,,,,,Tamanho,3XL,river-plate-25-26-retro-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
